profile_gender,profile_age,work_country,work_province,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_specialization_courses,profile_open_source_contributions,profile_programming_as_hobby,work_role,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,tools_IDEs,tools_work_pc_os,tools_cellphone_os,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,work_contract_type,salary_monthly_GROSS,salary_monthly_NET,salary_in_usd,salary_satisfaction,salary_comparison_last_semester,salary_has_bonus,salary_inflation_adjustment_2020,salary_percentage_inflation_adjustment_2020,salary_month_last_inflation_adjustment,work_has_violence_situations,profile_has_disabilities_hiring_difficulties,company_employee_number,company_main_activity,company_recommended,company_diversity_policies
Male,41,Argentina,Santa Fe,13.0,1.0,1.0,0,Terciary,Incomplete,Analista Universitario de Sistemas,UNR - Universidad Nacional de Rosario,"Yes, they were paid by myself, Yes, they were paid by my employer",No,No,Developer,None,".NET, C#, TypeScript",".NET Core, Angular",Microsoft SQL Server,None,Visual Studio,Windows,Android,No,0.0,Gross,Full-Time,100000.0,84000.0,,3,3,No,One,9.0,4,Never,,11-50,Software based product,7,5
Male,25,Argentina,Neuquén,2.0,0.0,0.0,0,University,Ongoing,Analista Programador Universitario,UNCOMA - Universidad Nacional del Comahue,"Yes, they were paid by myself",No,No,SysAdmin / DevOps / SRE,"Docker, Linux, Windows Server",None,None,"MySQL, PostgreSQL",None,"Notepad++, Sublime Text, Visual Studio Code",Windows,Android,"Yes, passive",0.0,Percentage of my salary,Full-Time,47945.0,38460.0,,3,3,No,No,0.0,0,In a previous job,,11-50,Services / Software Consulting / Digital,6,6
Male,23,Argentina,Ciudad Autónoma de Buenos Aires,9.0,0.0,0.0,0,Secondary,Complete,,,No,No,Yes,SysAdmin / DevOps / SRE,"Amazon Web Services, Docker, Kubernetes, Linux, OpenShift","Bash/Shell, Python",None,"MariaDB, MySQL","HP LoadRunner, Jmeter","Atom, NetBeans",GNU/Linux,Android,No,0.0,Percentage of my salary,Full-Time,80000.0,66000.0,,2,2,No,No,0.0,0,In a previous job,,1001-2000,Services / Software Consulting / Digital,7,10
Female,30,Argentina,Ciudad Autónoma de Buenos Aires,12.0,0.0,4.0,14,University,Complete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,No,Project Manager,None,None,None,None,None,None,Windows,iOS,No,0.0,Percentage of my salary,Full-Time,140000.0,98700.0,My salary is dollarized,3,2,Less than a salary,No,0.0,0,In a previous job,,11-50,Services / Software Consulting / Digital,8,4
Male,24,Argentina,Ciudad Autónoma de Buenos Aires,3.0,0.0,0.0,0,University,Incomplete,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,"Yes, they were paid by myself",Yes,Yes,Developer,Amazon Web Services,"Java, Javascript, Objective-C, TypeScript","Node.js, React.js",None,"Jest, Mocha",Visual Studio Code,macOS,Android,No,0.0,Gross,Full-Time,260000.0,200000.0,,4,4,From one to three salaries,One,15.0,3,Never,,11-50,Software based product,10,8
Female,30,Argentina,Ciudad Autónoma de Buenos Aires,1.0,1.0,1.0,0,University,Ongoing,Ingeniería en Informática,UNDAV (Universidad Nacional de Avellaneda),"Yes, they were paid by myself, Yes, they were paid by my employer",No,No,Developer,None,"CSS, HTML, Javascript","Node.js, React.js",None,None,Visual Studio Code,macOS,Android,No,0.0,Percentage of my salary,Full-Time,36000.0,31000.0,,2,2,Less than a salary,One,20.0,3,Never,,501-1000,Software based product,4,6
Female,28,Argentina,Ciudad Autónoma de Buenos Aires,9.0,3.0,5.0,0,University,Complete,Licenciatura en Sistemas de Información,UP - Universidad de Palermo,"Yes, they were paid by myself",No,No,Business Analyst,None,None,None,None,None,None,Windows,Android,No,0.0,Percentage of my salary,Full-Time,94000.0,74000.0,,3,2,One salary,No,0.0,1,In a previous job,No,1001-2000,Software based product,8,8
Male,35,Argentina,GBA,16.0,13.0,4.0,0,University,Incomplete,Ingeniería en Sistemas de Información,USAL - Universidad del Salvador,"Yes, they were paid by my employer",No,No,SysAdmin / DevOps / SRE,"VMWare, Windows Server",None,None,None,None,None,Windows,Android,"Yes, passive",0.0,Percentage of my salary,Full-Time,123000.0,88900.0,,4,4,From one to three salaries,One,14.0,7,Never,,201-500,Other industries,9,9
Male,53,Argentina,GBA,30.0,10.0,10.0,5,University,Ongoing,Licenciatura en Ciencia de Datos,UNaB,"Yes, they were paid by myself, Yes, they were paid by my employer",No,Yes,SysAdmin / DevOps / SRE,"Docker, Linux, Windows Server","ABAP, Javascript, PHP, Python, SQL","Bootstrap, CodeIgniter, Django, jQuery, SAP","IBM Db2, MySQL, SQLite",PHPUnit,"Vim, Visual Studio Code",GNU/Linux,Android,No,0.0,Percentage of my salary,Full-Time,160000.0,137000.0,,3,1,Less than a salary,One,8.0,2,In a previous job,,201-500,Other industries,6,1
Female,25,Argentina,Ciudad Autónoma de Buenos Aires,2.0,2.0,2.0,0,University,Ongoing,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,Yes,QA / Tester,OpenShift,Javascript,"Node.js, React.js, NextJs",Microsoft SQL Server,"Cucumber, HP UFT, Postman, Selenium","Notepad++, Visual Studio Code",Windows,Android,No,0.0,Percentage of my salary,Full-Time,56000.0,45000.0,,2,2,No,One,5.0,3,In a previous job,No,201-500,Services / Software Consulting / Digital,8,10
Female,28,Argentina,Córdoba,4.0,2.0,4.0,0,University,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,Yes,Developer,"Docker, Windows Server",".NET, C#, PHP, SQL",".NET Core, Bootstrap, Cordova, jQuery, Laravel, Vue.js","Microsoft SQL Server, MySQL, PostgreSQL",None,"Atom, Eclipse, NetBeans, PHPStorm, Sublime Text, Visual Studio, Visual Studio Code",Windows,Android,No,0.0,Percentage of my salary,Full-Time,63300.0,51000.0,,2,2,No,Two,6.0,3,Never,,51-100,Software based product,8,8
Male,35,Argentina,Ciudad Autónoma de Buenos Aires,12.0,4.0,0.0,0,University,Incomplete,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,No,Yes,No,Data Scientist / Data Engineer,"Amazon Web Services, Linux","Bash/Shell, Python",Flask,"Apache Hive, Presto",None,Vim,GNU/Linux,Android,"Yes, active",0.0,Percentage of my salary,Full-Time,268000.0,168000.0,,4,4,Less than a salary,Two,17.0,7,Never,No,11-50,Software based product,5,3
Female,24,Argentina,GBA,1.0,1.0,1.0,0,University,Ongoing,Diseño Multimedial,UNA,No,No,No,Developer,Amazon Web Services,"CSS, HTML, Javascript",jQuery,None,None,Visual Studio Code,Windows,Android,No,0.0,Percentage of my salary,Full-Time,38500.0,31955.0,,2,1,No,One,15.0,1,Never,,2001-5000,Software based product,3,1
Male,30,Argentina,Provincia de Buenos Aires,12.0,1.0,1.0,0,University,Ongoing,Ingeniería en Computación,UNTREF - Universidad Nacional de Tres de Febrero,"Yes, they were paid by myself",Yes,Yes,Architect,"Amazon Web Services, Docker, Linux, Serverless","CSS, HTML, Java, Javascript, Python, TypeScript","Node.js, Vue.js","Amazon DynamoDB, Amazon RDS/Aurora, MySQL",None,"Android Studio, IntelliJ, Visual Studio Code",macOS,Android,No,0.0,Percentage of my salary,Full-Time,100000.0,90000.0,,3,2,No,No,0.0,0,Never,,1-10,Software based product,7,8
Male,33,Argentina,Ciudad Autónoma de Buenos Aires,14.0,6.0,4.0,38,Secondary,Complete,,,"Yes, they were paid by myself, Yes, they were paid by my employer",No,Yes,Manager / Director,"Amazon Web Services, Azure, Docker, Linux, Windows Server","Bash/Shell, Python",None,None,None,None,macOS,iOS,No,0.0,Gross,Full-Time,196000.0,132000.0,,3,3,From one to three salaries,One,25.0,3,Never,,101-200,Services / Software Consulting / Digital,9,10
Female,34,Argentina,Ciudad Autónoma de Buenos Aires,10.0,0.0,5.0,7,Terciary,Incomplete,Profesorado de música,Conservatorio de música Manuel de Falla ,No,Yes,No,Project Manager,None,None,None,None,None,None,GNU/Linux,Android,No,0.0,Percentage of my salary,Full-Time,100000.0,84000.0,,4,3,No,No,0.0,0,In a previous job,,11-50,Services / Software Consulting / Digital,10,10
Male,21,Argentina,Córdoba,2.0,0.0,0.0,0,University,Ongoing,Ingeniería en Sistemas de Información,Universidad católica de Córdoba,No,Yes,Yes,Developer,"Docker, Linux","C++, CSS, HTML, Java, Javascript, Python, SQL, TypeScript","Angular, Bootstrap, Drupal, Flask, Flutter, jQuery, Node.js, React.js, Vue.js","MongoDB, MySQL, PostgreSQL, SQLite",Postman,Visual Studio Code,GNU/Linux,Android,No,0.0,Percentage of my salary,Part-Time,67000.0,56000.0,,3,2,No,One,1.3,7,Never,No,11-50,Software based product,9,10
Male,40,Argentina,Ciudad Autónoma de Buenos Aires,20.0,10.0,5.0,0,University,Incomplete,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,No,No,Yes,Architect,"Amazon Web Services, Azure, Kubernetes, Linux, Serverless","Java, Javascript","Node.js, React.js, Spring","MongoDB, PostgreSQL, Redis","JUnit, Katalon, Postman","Eclipse, Visual Studio Code",Windows,Android,No,0.0,Gross,Full-Time,174000.0,122000.0,,1,2,No,One,23.0,6,Never,,101-200,Services / Software Consulting / Digital,5,10
Female,28,Argentina,Ciudad Autónoma de Buenos Aires,2.0,2.0,2.0,0,Terciary,Incomplete,Tecnicatura en Informática,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,No,QA / Tester,Linux,"Bash/Shell, CSS, HTML, Javascript, PHP",None,MariaDB,"Cucumber, Selenium","Sublime Text, Vim",Windows,Android,No,0.0,Percentage of my salary,Full-Time,60407.0,50138.0,,2,1,No,One,45.0,1,Never,,201-500,Software based product,7,6
Male,35,Argentina,Ciudad Autónoma de Buenos Aires,15.0,3.0,1.5,16,University,Incomplete,Ingeniería en Informática,UFASTA,"Yes, they were paid by my employer",Yes,No,Manager / Director,"Amazon Web Services, Docker, Google Cloud Platform/App Engine, IBM Cloud / Watson, Kubernetes, Linux","Bash/Shell, Go, Python",None,"Cassandra, ElasticSearch, MariaDB, PostgreSQL",None,"Atom, Vim",macOS,iOS,"Yes, passive",0.0,Percentage of my salary,Full-Time,450000.0,280000.0,My salary is dollarized,3,2,From one to three salaries,No,0.0,0,Never,No,201-500,Software based product,9,10
Male,30,Argentina,Ciudad Autónoma de Buenos Aires,10.0,7.0,0.0,0,University,Complete,Licenciatura en Informática,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,No,Developer,"Docker, Kubernetes",Go,None,MySQL,"Postman, SoapUI",Visual Studio Code,macOS,Android,No,0.0,Percentage of my salary,Full-Time,180000.0,130000.0,,3,2,Less than a salary,One,10.0,7,Never,,5001-10000,Software based product,9,9
Male,45,Argentina,Córdoba,29.0,2.0,2.0,0,University,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,Yes,Yes,SysAdmin / DevOps / SRE,"Docker, Firebase, Google Cloud Platform/App Engine, Kubernetes, Linux",Bash/Shell,None,Google Cloud Storage,None,Vim,GNU/Linux,Android,No,0.0,Percentage of my salary,Full-Time,149612.0,126500.0,My salary is dollarized,2,2,No,No,0.0,7,In my current job,,11-50,Services / Software Consulting / Digital,9,7
Male,32,Argentina,GBA,12.0,4.0,1.0,0,Terciary,Ongoing,Analista de Sistemas,ORT,"Yes, they were paid by myself, Yes, they were paid by my employer",No,No,SysAdmin / DevOps / SRE,"Linux, VMWare, OCI, Terraform",Bash/Shell,None,None,None,None,Windows,Android,"Yes, passive",8500.0,Percentage of my salary,Full-Time,69500.0,64500.0,,2,1,No,One,15.0,7,In a previous job,,501-1000,Services / Software Consulting / Digital,7,9
Male,27,Argentina,Córdoba,2.0,1.0,1.0,0,University,Ongoing,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,Yes,Developer,"Amazon Web Services, Docker",".NET, C#, CSS, HTML, Javascript",".NET Core, Angular, Bootstrap, jQuery","ElasticSearch, Microsoft SQL Server","Postman, Selenium, SoapUI, TFS",Visual Studio,Windows,Android,No,0.0,Percentage of my salary,Full-Time,48500.0,38943.0,,3,2,No,No,0.0,0,In a previous job,,51-100,Software based product,7,5
Male,25,Argentina,Ciudad Autónoma de Buenos Aires,2.0,2.0,2.0,0,Terciary,Complete,Licenciatura en Video Juegos,Image Campus,No,No,Yes,QA / Tester,None,None,None,None,None,None,Windows,Android,No,0.0,Percentage of my salary,Full-Time,70000.0,65023.0,,3,2,No,Two,60.0,4,Never,,11-50,Software based product,7,8
Male,31,Argentina,Ciudad Autónoma de Buenos Aires,8.0,4.0,2.0,2,University,Complete,Ingeniería Industrial,UNLP - Universidad Nacional de La Plata,"Yes, they were paid by my employer",No,Yes,Product Manager,Amazon Web Services,"Go, Java","Django, Node.js, React.js, Spark","MySQL, Teradata",None,"Sublime Text, Visual Studio Code",macOS,iOS,No,0.0,Percentage of my salary,Full-Time,235500.0,168000.0,,3,3,From one to three salaries,Two,30.0,7,Never,,10001+,Software based product,10,10
Female,26,Argentina,GBA,2.0,2.0,2.0,0,University,Ongoing,Licenciatura en Artes Multimediales,UNA - Universidad Nacional de las Artes,"Yes, they were paid by myself",No,No,Designer,None,"CSS, HTML, Java, Javascript",jQuery,None,None,"Atom, Visual Studio Code",Windows,Android,No,0.0,Percentage of my salary,Outsourced (work through a consultant or agency),48800.0,43824.0,,2,2,No,One,12.0,1,Never,,10001+,Software based product,6,3
Male,24,Argentina,Santa Fe,2.0,0.0,2.0,0,University,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,Yes,Developer,"Docker, Google Cloud Platform/App Engine, Kubernetes, Linux","Bash/Shell, Python",Django,MariaDB,None,"PyCharm, Visual Studio Code",GNU/Linux,Android,No,0.0,Net,Full-Time,105000.0,90000.0,,3,3,No,No,0.0,0,Never,,5001-10000,Services / Software Consulting / Digital,8,7
Male,27,Argentina,Entre Ríos,3.0,3.0,3.0,0,University,Complete,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,Yes,Developer,Windows Server,".NET, C#, HTML, Javascript, PHP",WordPress,"MySQL, PostgreSQL",None,"Visual Studio, Visual Studio Code",Windows,Android,No,0.0,Net,Part-Time,48000.0,40000.0,,1,1,No,One,12.0,1,Never,,51-100,Other industries,5,5
Male,21,Argentina,Provincia de Buenos Aires,1.0,1.0,1.0,0,University,Ongoing,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,"Yes, they were paid by my employer",No,Yes,SysAdmin / DevOps / SRE,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, Windows Server","Assembler, C, C++, Python","Hadoop, Node.js","Ninguna, Apache HBase, Cassandra, ElasticSearch, MariaDB, MongoDB, MySQL, PostgreSQL, ProxySQL, Redis, SQLite",None,"Atom, Nano, Sublime Text, Vi, Vim, Visual Studio",GNU/Linux,Android,No,0.0,Gross,Full-Time,55000.0,50000.0,,2,1,No,No,0.0,0,Never,Yes,201-500,Services / Software Consulting / Digital,8,9
